date,subject,message,station,cause,key,category_name,borough,line,reason
11/23/22 21:45,"MANH, F Train, Delays",Northbound F trains are delayed while we remove a train with a mechanical problem from service at 47-50 Sts-Rockefeller Ctr.,47-50 Sts-Rockefeller Ctr,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],F,Delays
11/23/22 21:25,"BKLYN, D Train, Delays",Northbound D trains are delayed while we remove a train car in need of cleaning from service at 62 St.,62 St,cleaning,cleaning,Cleaning Trains,['BKLYN'],D,Delays
11/23/22 20:51,"QNS, E and F Trains, Express to Local",Northbound E/F trains are running local from Jackson Hts-Roosevelt Av to Forest Hills-71 Av. NYPD is responding to passengers being disruptive at Forest Hills-71 Av.,Forest Hills-71 Av,disruptive,disruptive,Disruptive Passenger,['QNS'],E,Express to Local
11/23/22 20:51,"QNS, E and F Trains, Express to Local",Northbound E/F trains are running local from Jackson Hts-Roosevelt Av to Forest Hills-71 Av. NYPD is responding to passengers being disruptive at Forest Hills-71 Av.,Forest Hills-71 Av,disruptive,disruptive,Disruptive Passenger,['QNS'],F,Express to Local
11/23/22 20:39,"MANH, 1, 2, and 3 Trains, Local to Express","Northbound 1 trains are running express at from Times Sq-42 St to 72 St. Expect delays in 2/3 service. If your stop is skipped, take a southbound train. We are addressing a mechanical problem on a train at 50 St.",na,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],1,Local to Express
11/23/22 20:39,"MANH, 1, 2, and 3 Trains, Local to Express","Northbound 1 trains are running express at from Times Sq-42 St to 72 St. Expect delays in 2/3 service. If your stop is skipped, take a southbound train. We are addressing a mechanical problem on a train at 50 St.",na,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],2,Local to Express
11/23/22 20:39,"MANH, 1, 2, and 3 Trains, Local to Express","Northbound 1 trains are running express at from Times Sq-42 St to 72 St. Expect delays in 2/3 service. If your stop is skipped, take a southbound train. We are addressing a mechanical problem on a train at 50 St.",na,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],3,Local to Express
11/23/22 20:19,"QNS, A Train, Delays",Southbound A trains are delayed while NYPD responds to a passenger being disruptive at Howard Beach-JFK Airport.,Howard Beach-JFK Airport,disruptive,disruptive,Disruptive Passenger,['QNS'],A,Delays
11/23/22 19:40,"MANH, N and Q Trains, Multiple Changes",Southbound N/Q/R/W trains are delayed while EMS responds to someone in need at 14 St-Union Sq. Southbound N/Q trains are running on the local track from 34 St-Herald Sq to Canal St.,14 St-Union Sq,EMS,EMS,Medical Emergency,['MANH'],N,Multiple Changes
11/23/22 19:40,"MANH, N and Q Trains, Multiple Changes",Southbound N/Q/R/W trains are delayed while EMS responds to someone in need at 14 St-Union Sq. Southbound N/Q trains are running on the local track from 34 St-Herald Sq to Canal St.,14 St-Union Sq,EMS,EMS,Medical Emergency,['MANH'],Q,Multiple Changes
11/23/22 19:37,"MANH, C Train, Delays",Southbound C trains are delayed while we investigate why a trains brakes activated at 168 St.,168 St,brake,brake,Brake Malfunction,['MANH'],C,Delays
11/23/22 19:31,"BKLYN, F and G Trains, Local to Express","Stillwell-bound F and Church Av-bound G trains are running express from Smith-9 Sts to Church Av. If your stop is skipped, take a Court Sq-bound G or Jamaica-179 St-bound F train. Trains are delayed while we investigate why a train's brakes activated near Church Av.",Church Av,brake,brake,Brake Malfunction,['BKLYN'],F,Local to Express
11/23/22 19:31,"BKLYN, F and G Trains, Local to Express","Stillwell-bound F and Church Av-bound G trains are running express from Smith-9 Sts to Church Av. If your stop is skipped, take a Court Sq-bound G or Jamaica-179 St-bound F train. Trains are delayed while we investigate why a train's brakes activated near Church Av.",Church Av,brake,brake,Brake Malfunction,['BKLYN'],G,Local to Express
11/23/22 19:07,"BKLYN, MANH, L Train, Delays",8 Av-bound L trains are delayed while we work to correct a mechanical problem on a train at Wilson Av.,Wilson Av,mechanical problem,mechanical problem,Mechanical Problem,"['BKLYN', 'MANH']",L,Delays
11/23/22 18:55,"BKLYN, D, N, and R Trains, Delays",Southbound D/N/R trains are delayed while NYPD conducts an investigation at 36 St.,36 St,investigation,investigation,Police Activity,['BKLYN'],D,Delays
11/23/22 18:55,"BKLYN, D, N, and R Trains, Delays",Southbound D/N/R trains are delayed while NYPD conducts an investigation at 36 St.,36 St,investigation,investigation,Police Activity,['BKLYN'],N,Delays
11/23/22 18:55,"BKLYN, D, N, and R Trains, Delays",Southbound D/N/R trains are delayed while NYPD conducts an investigation at 36 St.,36 St,investigation,investigation,Police Activity,['BKLYN'],R,Delays
11/23/22 18:47,"BKLYN, R Train, Delays",Northbound R trains are delayed while NYPD responds to someone being disruptive on a train at 4 Av-9 St.,4 Av-9 St,disruptive,disruptive,Disruptive Passenger,['BKLYN'],R,Delays
11/23/22 18:41,"MANH, 42 St S Train, Delays",S trains are delayed while NYPD responds to people being disruptive at Times Sq-42 St.,Times Sq-42 St,disruptive,disruptive,Disruptive Passenger,['MANH'],42 St S,Delays
11/23/22 18:31,"BKLYN, MANH, L Train, Delays",8 Av-bound L trains are delayed while we investigate what caused a train's brakes to activate at Wilson Av.,Wilson Av,brake,brake,Brake Malfunction,"['BKLYN', 'MANH']",L,Delays
11/23/22 18:30,"BKLYN, 3 Train, Delays",3 trains are delayed entering and leaving New Lots Av while we request NYPD assistance with a person being disruptive on a train at that station.,New Lots Av,disruptive,disruptive,Disruptive Passenger,['BKLYN'],3,Delays
11/23/22 17:46,"BKLYN, A Train, Express to Local",Southbound A are running local from Hoyt-Schermerhorn Sts to Euclid Av. NYPD is responding to a passenger being disruptive at Utica Av. Southbound A trains will arrive on the lower level at Nostrand Av.,Utica Av,disruptive,disruptive,Disruptive Passenger,['BKLYN'],A,Express to Local
11/23/22 17:44,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound R/W trains are running express from 34 St-Herald Sq to Canal St Expect delays in N/Q service. Trains are delayed while we work to correct a mechanical problem on a train at 14 St-Union Sq. If your stop is skipped, take a northbound train.",14 St-Union Sq,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],N,Multiple Changes
11/23/22 17:44,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound R/W trains are running express from 34 St-Herald Sq to Canal St Expect delays in N/Q service. Trains are delayed while we work to correct a mechanical problem on a train at 14 St-Union Sq. If your stop is skipped, take a northbound train.",14 St-Union Sq,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],Q,Multiple Changes
11/23/22 17:44,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound R/W trains are running express from 34 St-Herald Sq to Canal St Expect delays in N/Q service. Trains are delayed while we work to correct a mechanical problem on a train at 14 St-Union Sq. If your stop is skipped, take a northbound train.",14 St-Union Sq,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],R,Multiple Changes
11/23/22 17:44,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound R/W trains are running express from 34 St-Herald Sq to Canal St Expect delays in N/Q service. Trains are delayed while we work to correct a mechanical problem on a train at 14 St-Union Sq. If your stop is skipped, take a northbound train.",14 St-Union Sq,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],W,Multiple Changes
11/23/22 17:32,"MANH, 1 Train, Slow Speeds",Southbound 1 trains are running at slower speeds near 18 St while we address a signal problem in the area.,18 St,signal,signal,Singal Malfunction,['MANH'],1,Slow Speeds
11/23/22 17:04,"BX, 2 Train, Delays",2 trains are delayed in both directions while we investigate what caused a train's brakes to activate near Wakefield-241 St.,Wakefield-241 St,brake,brake,Brake Malfunction,['BX'],2,Delays
11/23/22 17:03,"QNS, N and W Trains, Local to Express","Southbound N/W trains are express from Astoria Blvd to Queensboro Plaza. If your stop is skipped, take a northbound train. We are removing a train car that needs cleaning from service at Broadway.",Broadway,cleaning,cleaning,Cleaning Trains,['QNS'],N,Local to Express
11/23/22 17:03,"QNS, N and W Trains, Local to Express","Southbound N/W trains are express from Astoria Blvd to Queensboro Plaza. If your stop is skipped, take a northbound train. We are removing a train car that needs cleaning from service at Broadway.",Broadway,cleaning,cleaning,Cleaning Trains,['QNS'],W,Local to Express
11/23/22 16:35,"MANH, 1, 2, and 3 Trains, Multiple Changes","Southbound 1 trains are running express from 34 St-Penn Station to Chambers St while we investigate what caused a train's brakes to activate near 18 St. For service to/from bypassed stations, take a northbound 1 train. At 34 St-Penn Station, southbound 1 trains will arrive on the center 2/3 platform. You may wait longer for a southbound 2/3 train while they share the track with rerouted trains.",18 St,brake,brake,Brake Malfunction,['MANH'],1,Multiple Changes
11/23/22 16:35,"MANH, 1, 2, and 3 Trains, Multiple Changes","Southbound 1 trains are running express from 34 St-Penn Station to Chambers St while we investigate what caused a train's brakes to activate near 18 St. For service to/from bypassed stations, take a northbound 1 train. At 34 St-Penn Station, southbound 1 trains will arrive on the center 2/3 platform. You may wait longer for a southbound 2/3 train while they share the track with rerouted trains.",18 St,brake,brake,Brake Malfunction,['MANH'],2,Multiple Changes
11/23/22 16:35,"MANH, 1, 2, and 3 Trains, Multiple Changes","Southbound 1 trains are running express from 34 St-Penn Station to Chambers St while we investigate what caused a train's brakes to activate near 18 St. For service to/from bypassed stations, take a northbound 1 train. At 34 St-Penn Station, southbound 1 trains will arrive on the center 2/3 platform. You may wait longer for a southbound 2/3 train while they share the track with rerouted trains.",18 St,brake,brake,Brake Malfunction,['MANH'],3,Multiple Changes
11/23/22 15:51,"BX, 2 Train, Delays",Southbound 2 trains are delayed while we investigate what caused a train's brakes to activate at Gun Hill Rd.,Gun Hill Rd,brake,brake,Brake Malfunction,['BX'],2,Delays
11/23/22 15:42,"BKLYN, D Train, Trains Rerouted","Northbound D trains are running via the N line from Coney Island-Stillwell Av to 36 St. If your stop is skipped, take a southbound train. We are working to correct a mechanical problem on a train at Bay 50 St.",Bay 50 St,mechanical problem,mechanical problem,Mechanical Problem,['BKLYN'],D,Trains Rerouted
11/23/22 15:33,"BKLYN, Q Train, Delays",Northbound Q trains are running with delays after we moved a train that had its brakes activated at Neck Rd.,Neck Rd,brake,brake,Brake Malfunction,['BKLYN'],Q,Delays
11/23/22 15:07,"BX, 1 Train, Delays",1 trains are delayed entering and leaving Van Cortlandt Park-242 St while we address a mechanical problem on a train at that station.,Van Cortlandt Park-242 St while we address a mechanical problem on a train at that station,mechanical problem,mechanical problem,Mechanical Problem,['BX'],1,Delays
11/23/22 15:03,"MANH, 4 and 5 Trains, Delays",Northbound 4/5 trains are delayed while we remove a train car in need of cleaning from service at Wall St.,Wall St,cleaning,cleaning,Cleaning Trains,['MANH'],4,Delays
11/23/22 15:03,"MANH, 4 and 5 Trains, Delays",Northbound 4/5 trains are delayed while we remove a train car in need of cleaning from service at Wall St.,Wall St,cleaning,cleaning,Cleaning Trains,['MANH'],5,Delays
11/23/22 14:28,"BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while EMS responds to someone in need of medical help at 59 St.,59 St,EMS,EMS,Medical Emergency,['BKLYN'],N,Delays
11/23/22 14:28,"BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while EMS responds to someone in need of medical help at 59 St.,59 St,EMS,EMS,Medical Emergency,['BKLYN'],R,Delays
11/23/22 13:59,"BKLYN, D and N Trains, Express to Local",Southbound D trains run local from Atlantic Av-Barclays Ctr to 36 St. Southbound N trains run local from Atlantic Av-Barclays Ctr to 59 St. We're investigating the cause of a train's brakes activating at 25 St on the express track.,25 St,brake,brake,Brake Malfunction,['BKLYN'],D,Express to Local
11/23/22 13:59,"BKLYN, D and N Trains, Express to Local",Southbound D trains run local from Atlantic Av-Barclays Ctr to 36 St. Southbound N trains run local from Atlantic Av-Barclays Ctr to 59 St. We're investigating the cause of a train's brakes activating at 25 St on the express track.,25 St,brake,brake,Brake Malfunction,['BKLYN'],N,Express to Local
11/23/22 13:55,"MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we removed a train with a mechanical problem from service at Houston St.,Houston St,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],1,Delays
11/23/22 13:17,"MANH, R Train, Delays",Southbound R trains are running with delays after we removed a train with a door problem from service at Whitehall St-South Ferry.,Whitehall St-South Ferry,door,door,Mechanical Problem,['MANH'],R,Delays
11/23/22 12:59,"MANH, 1 Train, Delays",Southbound 1 trains are delayed while EMS responds to someone in need of medical help at 14 St.,14 St,EMS,EMS,Medical Emergency,['MANH'],1,Delays
11/23/22 11:39,"BX, 6 Train, Delays",6 trains are getting back on schedule after we addressed a signal problem at Pelham Bay Park.,Pelham Bay Park,signal,signal,Singal Malfunction,['BX'],6,Delays
11/23/22 11:20,"MANH, E Train, Delays",Southbound E trains are delayed while we remove a train with a mechanical problem from service at 50 St.,50 St,mechanical problem,mechanical problem,Mechanical Problem,['MANH'],E,Delays
11/23/22 10:34,"BX, 6 Train, Delays",6 trains are delayed in both directions while we address a signal malfunction at Pelham Bay Park.,Pelham Bay Park,signal,signal,Singal Malfunction,['BX'],6,Delays
11/23/22 10:26,"QNS, J Train, Delays",Broad St-bound J trains are running with delays after NYPD responded to someone who was being disruptive on a train at 104 St.,104 St,disruptive,disruptive,Disruptive Passenger,['QNS'],J,Delays
11/23/22 8:36,"BKLYN, D and N Trains, Delays",Southbound D/N trains are running with delays after we requested NYPD assistance for someone being disruptive on a train at Atlantic Av-Barclays Ctr,Atlantic Av-Barclays Ctr,disruptive,disruptive,Disruptive Passenger,['BKLYN'],D,Delays
11/23/22 8:36,"BKLYN, D and N Trains, Delays",Southbound D/N trains are running with delays after we requested NYPD assistance for someone being disruptive on a train at Atlantic Av-Barclays Ctr,Atlantic Av-Barclays Ctr,disruptive,disruptive,Disruptive Passenger,['BKLYN'],N,Delays
11/23/22 8:12,"QNS, M and R Trains, Delays",Southbound R and Metropolitan Ave-bound M trains are running with delays after we removed a train with a door problem from service at Forest Hills-71 Av.,Forest Hills-71 Av,door,door,Mechanical Problem,['QNS'],M,Delays
11/23/22 8:12,"QNS, M and R Trains, Delays",Southbound R and Metropolitan Ave-bound M trains are running with delays after we removed a train with a door problem from service at Forest Hills-71 Av.,Forest Hills-71 Av,door,door,Mechanical Problem,['QNS'],R,Delays
11/23/22 6:49,"BX, BKLYN, 2 and 5 Trains, Trains Rerouted",Southbound 5 trains are running on the 2 line from 149 St-Grand Concourse to Nevins St. We're investigating why a train's brakes were activated at Borough Hall.,Borough Hall,brake,brake,Brake Malfunction,"['BX', 'BKLYN']",2,Trains Rerouted
11/23/22 6:49,"BX, BKLYN, 2 and 5 Trains, Trains Rerouted",Southbound 5 trains are running on the 2 line from 149 St-Grand Concourse to Nevins St. We're investigating why a train's brakes were activated at Borough Hall.,Borough Hall,brake,brake,Brake Malfunction,"['BX', 'BKLYN']",5,Trains Rerouted
11/23/22 5:38,"MANH, 4 and 6 Trains, Delays",Northbound 4/6 trains are running with delays after we concluded an investigation at 14 St-Union Sq.,14 St-Union Sq,na,na,Unknown Cause,['MANH'],4,Delays
11/23/22 5:38,"MANH, 4 and 6 Trains, Delays",Northbound 4/6 trains are running with delays after we concluded an investigation at 14 St-Union Sq.,14 St-Union Sq,na,na,Unknown Cause,['MANH'],6,Delays
11/23/22 2:47,"BX, 4 Train, Delays",Southbound 4 trains are delayed while we remove a vandalized train from service at 149 St-Grand Concourse.,149 St-Grand Concourse,vandalized,vandalized,Cleaning Trains,['BX'],4,Delays
11/23/22 2:21,"BKLYN, F and G Trains, Local to Express","Southbound F/G trains are running express from Smith-9 Sts to Church Av. Our crews are replacing rails near 7 Av. For service to/from bypassed stations, take a northbound train.",7 Av,rail,rail,Track Maintenance,['BKLYN'],F,Local to Express
11/23/22 2:21,"BKLYN, F and G Trains, Local to Express","Southbound F/G trains are running express from Smith-9 Sts to Church Av. Our crews are replacing rails near 7 Av. For service to/from bypassed stations, take a northbound train.",7 Av,rail,rail,Track Maintenance,['BKLYN'],G,Local to Express
11/23/22 1:41,"BKLYN, 2 Train, Delays",Northbound 2 trains are delayed while emergency teams respond to a person struck by a train at Church Av.,Church Av,person struck,person struck,Medical Emergency,['BKLYN'],2,Delays
11/23/22 1:00,"BX, D Train, Local to Express","Northbound D trains are running express from 161 St-Yankee Stadium to Fordham Rd. EMS is responding to someone in need of medical help at 174-175 Sts. For service to/from bypassed stations, take a southbound train.",174-175 Sts,EMS,EMS,Medical Emergency,['BX'],D,Local to Express
11/23/22 0:29,"MANH, N and R Trains, Delays",Northbound N/R trains are delayed while we request NYPD assistance for a person being disruptive at Whitehall St-South Ferry. Some northbound R trains will end at Court St.,Whitehall St-South Ferry,disruptive,disruptive,Disruptive Passenger,['MANH'],N,Delays
11/23/22 0:29,"MANH, N and R Trains, Delays",Northbound N/R trains are delayed while we request NYPD assistance for a person being disruptive at Whitehall St-South Ferry. Some northbound R trains will end at Court St.,Whitehall St-South Ferry,disruptive,disruptive,Disruptive Passenger,['MANH'],R,Delays
11/22/22 23:20,"BX, D Train, Delays",Southbound D trains are delayed while we investigate why a train's brakes were activated at Bedford Park Blvd.,Bedford Park Blvd,brake,brake,Brake Malfunction,['BX'],D,Delays
11/22/22 23:15,"BX, D Train, Delays",Southbound D trains are delayed while we conduct an investigation at Kingsbridge Rd.,Kingsbridge Rd,na,na,Unknown Cause,['BX'],D,Delays
11/22/22 22:44,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we remove a train in need of cleaning from service at 59 St.,59 St,cleaning,cleaning,Cleaning Trains,['MANH'],6,Delays
11/22/22 22:27,"MANH, L Train, Delays",L trains are delayed in both directions while we get medical help for someone at 14 St-Union Sq.,14 St-Union Sq,medical help,medical help,Medical Emergency,['MANH'],L,Delays
11/22/22 22:11,"MANH, F Train, Delays",Southbound F trains are delayed while NYPD conducts an investigation at Broadway-Lafayette St.,Broadway-Lafayette St,investigation,investigation,Police Activity,['MANH'],F,Delays
11/22/22 21:12,"QNS, R Train, Delays",Southbound R trains are running with delays after our crews removed debris from the track at Grand Av-Newtown.,Grand Av-Newtown,debris,debris,Track Maintenance,['QNS'],R,Delays
11/22/22 20:39,"BKLYN, MANH, L Train, Delays",Canarsie-Rockaway Pkwy-bound L trains are delayed while we investigate why a train's brakes were activated at 1 Av.,1 Av,brake,brake,Brake Malfunction,"['BKLYN', 'MANH']",L,Delays
11/22/22 18:51,"BKLYN, 4 and 5 Trains, Express to Local",Southbound 4/5 trains are running local from Atlantic Av-Barclays Ctr to Franklin Av-Medgar Evers College. We are removing a train with a mechanical problem from service at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,mechanical problem,mechanical problem,Mechanical Problem,['BKLYN'],4,Express to Local
11/22/22 18:51,"BKLYN, 4 and 5 Trains, Express to Local",Southbound 4/5 trains are running local from Atlantic Av-Barclays Ctr to Franklin Av-Medgar Evers College. We are removing a train with a mechanical problem from service at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,mechanical problem,mechanical problem,Mechanical Problem,['BKLYN'],5,Express to Local
11/22/22 18:41,"MANH, J and M Trains, Delays",71 Av-bound M and Broad St-bound J trains are delayed while we request EMS assistance for someone in need on a train at Delancey St-Essex St.,Delancey St-Essex St,EMS,EMS,Medical Emergency,['MANH'],J,Delays
11/22/22 18:41,"MANH, J and M Trains, Delays",71 Av-bound M and Broad St-bound J trains are delayed while we request EMS assistance for someone in need on a train at Delancey St-Essex St.,Delancey St-Essex St,EMS,EMS,Medical Emergency,['MANH'],M,Delays
11/22/22 18:40,"BKLYN, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after NYPD completed an investigation at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,investigation,investigation,Police Activity,['BKLYN'],4,Delays
11/22/22 18:40,"BKLYN, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after NYPD completed an investigation at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,investigation,investigation,Police Activity,['BKLYN'],5,Delays
11/22/22 18:36,"MANH, B and D Trains, Delays",Northbound B/D trains are delayed while we request EMS assistance for someone in need on a train at Broadway-Lafayette St.,Broadway-Lafayette St,EMS,EMS,Medical Emergency,['MANH'],B,Delays
11/22/22 18:36,"MANH, B and D Trains, Delays",Northbound B/D trains are delayed while we request EMS assistance for someone in need on a train at Broadway-Lafayette St.,Broadway-Lafayette St,EMS,EMS,Medical Emergency,['MANH'],D,Delays
11/22/22 18:21,"MANH, 4, 5, and 6 Trains, Local to Express",Northbound 6 trains are express from 14 St-Union Sq to Grand Central-42 St. Expect delays in 4/5 service. We are working to correct a door problem on a train at 28 St.,28 St,door,door,Mechanical Problem,['MANH'],4,Local to Express
11/22/22 18:21,"MANH, 4, 5, and 6 Trains, Local to Express",Northbound 6 trains are express from 14 St-Union Sq to Grand Central-42 St. Expect delays in 4/5 service. We are working to correct a door problem on a train at 28 St.,28 St,door,door,Mechanical Problem,['MANH'],5,Local to Express
11/22/22 18:21,"MANH, 4, 5, and 6 Trains, Local to Express",Northbound 6 trains are express from 14 St-Union Sq to Grand Central-42 St. Expect delays in 4/5 service. We are working to correct a door problem on a train at 28 St.,28 St,door,door,Mechanical Problem,['MANH'],6,Local to Express
11/22/22 17:23,"BKLYN, B Train, Delays",Southbound B trains are delayed while we address a signal problem near Church Av.,Church Av,signal,signal,Singal Malfunction,['BKLYN'],B,Delays
11/22/22 17:03,"QNS, M and R Trains, Delays",Middle Village-bound M and Bay Ridge-bound R trains are delayed while we investigate a report of a person being disruptive at Woodhaven Blvd.,Woodhaven Blvd,disruptive,disruptive,Disruptive Passenger,['QNS'],M,Delays
11/22/22 17:03,"QNS, M and R Trains, Delays",Middle Village-bound M and Bay Ridge-bound R trains are delayed while we investigate a report of a person being disruptive at Woodhaven Blvd.,Woodhaven Blvd,disruptive,disruptive,Disruptive Passenger,['QNS'],R,Delays
11/22/22 16:50,"BKLYN, 4 Train, Delays",Northbound 4 trains are running with delays after we investigated a report of people being disruptive on a train at Crown Hts-Utica Av.,Crown Hts-Utica Av,disruptive,disruptive,Disruptive Passenger,['BKLYN'],4,Delays
11/22/22 16:34,"BKLYN, Franklin Av S Train, Delays",FS trains are running with delays in both directions after we removed a train with a mechanical problem from service at Franklin Av.,Franklin Av,mechanical problem,mechanical problem,Mechanical Problem,['BKLYN'],Franklin Av S,Delays
11/22/22 15:47,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after we requested EMS assistance for a person in need at Nostrand Av.,Nostrand Av,EMS,EMS,Medical Emergency,['BKLYN'],2,Delays
11/22/22 15:47,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after we requested EMS assistance for a person in need at Nostrand Av.,Nostrand Av,EMS,EMS,Medical Emergency,['BKLYN'],3,Delays
11/22/22 14:55,"MANH, E, F, and M Trains, Delays",Jamaica-bound E/F and 71 Av-bound M trains are delayed while we request EMS assistance for a person in at 5 Av/53 St.,5 Av/53 St,EMS,EMS,Medical Emergency,['MANH'],E,Delays
11/22/22 14:55,"MANH, E, F, and M Trains, Delays",Jamaica-bound E/F and 71 Av-bound M trains are delayed while we request EMS assistance for a person in at 5 Av/53 St.,5 Av/53 St,EMS,EMS,Medical Emergency,['MANH'],F,Delays
11/22/22 14:55,"MANH, E, F, and M Trains, Delays",Jamaica-bound E/F and 71 Av-bound M trains are delayed while we request EMS assistance for a person in at 5 Av/53 St.,5 Av/53 St,EMS,EMS,Medical Emergency,['MANH'],M,Delays
11/22/22 14:50,"MANH, A, B, and D Trains, Multiple Changes",Board northbound B trains on the express track at 59 St-Columbus Circle. Expect delays in A/B/D service while trains share tracks. What's Happening? We're addressing a switch problem near 59 St-Columbus Circle.,59 St-Columbus Circle,switch,switch,Switch Malfunction,['MANH'],A,Multiple Changes
11/22/22 14:50,"MANH, A, B, and D Trains, Multiple Changes",Board northbound B trains on the express track at 59 St-Columbus Circle. Expect delays in A/B/D service while trains share tracks. What's Happening? We're addressing a switch problem near 59 St-Columbus Circle.,59 St-Columbus Circle,switch,switch,Switch Malfunction,['MANH'],B,Multiple Changes
11/22/22 14:50,"MANH, A, B, and D Trains, Multiple Changes",Board northbound B trains on the express track at 59 St-Columbus Circle. Expect delays in A/B/D service while trains share tracks. What's Happening? We're addressing a switch problem near 59 St-Columbus Circle.,59 St-Columbus Circle,switch,switch,Switch Malfunction,['MANH'],D,Multiple Changes
11/22/22 14:22,"BX, 6 Train, Delays",Southbound 6 trains are delayed while we request NYPD for a person being disruptive at Hunts Point Av.,Hunts Point Av,disruptive,disruptive,Disruptive Passenger,['BX'],6,Delays
11/22/22 13:46,"MANH, B and C Trains, Local to Express",Southbound B/C trains are running on the express track from 125 St to 59 St while we remove a train with a door problem from service at 125 St.,125 St,door,door,Mechanical Problem,['MANH'],B,Local to Express
11/22/22 13:46,"MANH, B and C Trains, Local to Express",Southbound B/C trains are running on the express track from 125 St to 59 St while we remove a train with a door problem from service at 125 St.,125 St,door,door,Mechanical Problem,['MANH'],C,Local to Express
11/22/22 13:18,"BX, 6 Train, Delays",Southbound 6 trains are delayed while we remove a train that needs cleaning from service at Hunts Point Av.,Hunts Point Av,cleaning,cleaning,Cleaning Trains,['BX'],6,Delays
11/22/22 12:49,"BKLYN, F Train, Delays",F trains are running with delays in both directions after we requested NYPD assistance with people being disruptive at Avenue X.,Avenue X,disruptive,disruptive,Disruptive Passenger,['BKLYN'],F,Delays
11/22/22 12:29,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound N/Q trains are disrupted in Manhattan while we repair a rail at 34 St-Herald Sq. W service is suspended the entire line. Southbound Q trains are running on the F line from Lexington Av/63 St to 42 St-Bryant Pk, then along the B line DeKalb Av. Southbound N trains are running on the local track from 34 St-Herald Sq to Canal St. Southbound R trains are delayed while they share the same track with rerouted N trains.",34 St-Herald Sq,rail,rail,Track Maintenance,['MANH'],N,Multiple Changes
11/22/22 12:29,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound N/Q trains are disrupted in Manhattan while we repair a rail at 34 St-Herald Sq. W service is suspended the entire line. Southbound Q trains are running on the F line from Lexington Av/63 St to 42 St-Bryant Pk, then along the B line DeKalb Av. Southbound N trains are running on the local track from 34 St-Herald Sq to Canal St. Southbound R trains are delayed while they share the same track with rerouted N trains.",34 St-Herald Sq,rail,rail,Track Maintenance,['MANH'],Q,Multiple Changes
11/22/22 12:29,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound N/Q trains are disrupted in Manhattan while we repair a rail at 34 St-Herald Sq. W service is suspended the entire line. Southbound Q trains are running on the F line from Lexington Av/63 St to 42 St-Bryant Pk, then along the B line DeKalb Av. Southbound N trains are running on the local track from 34 St-Herald Sq to Canal St. Southbound R trains are delayed while they share the same track with rerouted N trains.",34 St-Herald Sq,rail,rail,Track Maintenance,['MANH'],R,Multiple Changes
11/22/22 12:29,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound N/Q trains are disrupted in Manhattan while we repair a rail at 34 St-Herald Sq. W service is suspended the entire line. Southbound Q trains are running on the F line from Lexington Av/63 St to 42 St-Bryant Pk, then along the B line DeKalb Av. Southbound N trains are running on the local track from 34 St-Herald Sq to Canal St. Southbound R trains are delayed while they share the same track with rerouted N trains.",34 St-Herald Sq,rail,rail,Track Maintenance,['MANH'],W,Multiple Changes
11/22/22 12:16,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound N/Q trains are running express from 34 St-Herald Sq to Canal St. Southbound R/W trains are delayed while they share the same track with rerouted trains. Some southbound R trains are running on the F line from 36 St to 42 St-Bryant Pk, then along the B line to DeKalb Av. We're repairing a rail at 34 St-Herald Sq.",34 St-Herald Sq,rail,rail,Track Maintenance,['MANH'],N,Multiple Changes
